Date,Close
3/3/2015,61.97
3/4/2015,62.13
3/5/2015,62
3/6/2015,60.89
3/9/2015,61.5
3/10/2015,59.96
3/11/2015,60.24
3/12/2015,61.37
3/13/2015,61
3/16/2015,61.85
3/17/2015,61.61
3/18/2015,61.75
3/19/2015,61.2
3/20/2015,61.75
3/23/2015,61.14
3/24/2015,60.46
3/25/2015,59.61
3/26/2015,59.54
3/27/2015,59.55
3/30/2015,60.96
3/31/2015,60.58
4/1/2015,59.95
4/2/2015,60.52
4/6/2015,60.47
4/7/2015,60.85
4/8/2015,61.05
4/9/2015,61.47
4/10/2015,61.7
4/13/2015,62.07
4/14/2015,63.04
4/15/2015,64.21
4/16/2015,63.81
4/17/2015,62.84
4/20/2015,63.24
4/21/2015,62.31
4/22/2015,62.94
4/23/2015,62.8
4/24/2015,62.6
4/27/2015,62.34
4/28/2015,62.76
4/29/2015,63.6
4/30/2015,63.26
5/1/2015,63.61
5/4/2015,64.72
5/5/2015,64.4
5/6/2015,63.92
5/7/2015,64.5
5/8/2015,65.49
5/11/2015,65.45
5/12/2015,65.36
5/13/2015,65.52
5/14/2015,66.05
5/15/2015,65.88
5/18/2015,66.42
5/19/2015,67.01
5/20/2015,66.48
5/21/2015,66.65
5/22/2015,66.47
5/26/2015,65.73
5/27/2015,66.47
5/28/2015,66.2
5/29/2015,65.78
6/1/2015,66.08
6/2/2015,66.02
6/3/2015,66.7
6/4/2015,66.33
6/5/2015,67.42
6/8/2015,66.89
6/9/2015,67.18
6/10/2015,68.26
6/11/2015,68.52
6/12/2015,68.25
6/15/2015,67.99
6/16/2015,68.37
6/17/2015,68.14
6/18/2015,68.78
6/19/2015,68.08
6/22/2015,68.96
6/23/2015,69.75
6/24/2015,69.02
6/25/2015,68.65
6/26/2015,68.95
6/29/2015,67.2
6/30/2015,67.76
7/1/2015,68.07
7/2/2015,67.52
7/6/2015,67.33
7/7/2015,66.8
7/8/2015,65.43
7/9/2015,66.11
7/10/2015,67.05
7/13/2015,68.09
7/14/2015,69.04
7/15/2015,69.19
7/16/2015,69.56
7/17/2015,69.21
7/20/2015,69.26
7/21/2015,69.1
7/22/2015,70.08
7/23/2015,69.64
7/24/2015,68.91
7/27/2015,68.01
7/28/2015,68.05
7/29/2015,68.94
7/30/2015,69.04
7/31/2015,68.53
8/3/2015,68.53
8/4/2015,68.46
8/5/2015,68.73
8/6/2015,68.25
8/7/2015,68.05
8/10/2015,68.89
8/11/2015,68.23
8/12/2015,67.24
8/13/2015,67.55
8/14/2015,67.89
8/17/2015,68.07
8/18/2015,68.21
8/19/2015,67.6
8/20/2015,65.94
8/21/2015,63.6
8/24/2015,60.25
8/25/2015,59.91
8/26/2015,62.91
8/27/2015,64.48
8/28/2015,64.13
8/31/2015,64.1
9/1/2015,61.45
9/2/2015,62.57
9/3/2015,62.68
9/4/2015,61.5
9/8/2015,63.16
9/9/2015,62.18
9/10/2015,62.66
9/11/2015,62.56
9/14/2015,62.38
9/15/2015,63.58
9/16/2015,64.14
9/17/2015,62.65
9/18/2015,60.94
9/21/2015,61.45
9/22/2015,60.91
9/23/2015,60.64
9/24/2015,60.22
9/25/2015,61.47
9/28/2015,59.98
9/29/2015,59.84
9/30/2015,60.97
10/1/2015,61.42
10/2/2015,60.81
10/5/2015,62.02
10/6/2015,62.05
10/7/2015,62.13
10/8/2015,62.13
10/9/2015,61.93
10/12/2015,61.72
10/13/2015,61.55
10/14/2015,59.99
10/15/2015,61.89
10/16/2015,62.43
10/19/2015,62.22
10/20/2015,62.52
10/21/2015,62.06
10/22/2015,63.19
10/23/2015,63.87
10/26/2015,63.9
10/27/2015,63.64
10/28/2015,65.5
10/29/2015,65.21
10/30/2015,64.25
11/2/2015,65.54
11/3/2015,65.78
11/4/2015,65.85
11/5/2015,66.44
11/6/2015,68.46
11/9/2015,67.39
11/10/2015,67.68
11/11/2015,67.35
11/12/2015,66
11/13/2015,65.56
11/16/2015,66.51
11/17/2015,66.13
11/18/2015,67.45
11/19/2015,67.66
11/20/2015,67.54
11/23/2015,66.88
11/24/2015,66.78
11/25/2015,66.86
11/27/2015,67.17
11/30/2015,66.68
12/1/2015,67.61
12/2/2015,66.66
12/3/2015,65.8
12/4/2015,67.89
12/7/2015,67
12/8/2015,65.96
12/9/2015,65.46
12/10/2015,65.61
12/11/2015,64.07
12/14/2015,64.27
12/15/2015,66.1
12/16/2015,67.53
12/17/2015,66.28
12/18/2015,64.4
12/21/2015,65.54
12/22/2015,65.68
12/23/2015,66.73
12/24/2015,66.6
12/28/2015,66.38
12/29/2015,67.07
12/30/2015,66.59
12/31/2015,66.03
1/4/2016,63.62
1/5/2016,63.73
1/6/2016,62.81
1/7/2016,60.27
1/8/2016,58.92
1/11/2016,58.83
1/12/2016,58.96
1/13/2016,57.34
1/14/2016,58.2
1/15/2016,57.04
1/19/2016,57.01
1/20/2016,55.51
1/21/2016,55.25
1/22/2016,56.95
1/25/2016,55.66
1/26/2016,57.08
1/27/2016,57.04
1/28/2016,57.28
1/29/2016,59.5
2/1/2016,58.86
2/2/2016,57.03
2/3/2016,57.41
2/4/2016,58.4
2/5/2016,57.75
2/8/2016,56.54
2/9/2016,56.2
2/10/2016,55.52
2/11/2016,53.07
2/12/2016,57.49
2/16/2016,58.35
2/17/2016,58.77
2/18/2016,57.81
2/19/2016,57.82
2/22/2016,58.57
2/23/2016,56.12
2/24/2016,56.14
2/25/2016,57.01
2/26/2016,57.54
2/29/2016,56.3
3/1/2016,59.2
3/2/2016,59.76
3/3/2016,59.96
3/4/2016,60.05
3/7/2016,59.94
3/8/2016,58.78
3/9/2016,59.12
3/10/2016,58.61
3/11/2016,59.34
3/14/2016,59.12
3/15/2016,59.2
3/16/2016,58.92
3/17/2016,58.75
3/18/2016,60.48
3/21/2016,60.46
3/22/2016,60.24
3/23/2016,59.94
3/24/2016,59.48
3/28/2016,59.4
3/29/2016,59.03
3/30/2016,59.71
3/31/2016,59.22
4/1/2016,59.87
4/4/2016,59.2
4/5/2016,58.36
4/6/2016,58.81
4/7/2016,57.32
4/8/2016,57.74
