Date,Close
3/3/2015,373.66
3/4/2015,369.14
3/5/2015,369.94
3/6/2015,365.47
3/9/2015,364.59
3/10/2015,356.19
3/11/2015,358.41
3/12/2015,368.71
3/13/2015,367.74
3/16/2015,374.08
3/17/2015,374.26
3/18/2015,377.76
3/19/2015,369.95
3/20/2015,378.64
3/23/2015,374.33
3/24/2015,369.1
3/25/2015,363.92
3/26/2015,362.15
3/27/2015,361.63
3/30/2015,368.1
3/31/2015,365.84
4/1/2015,362.57
4/2/2015,366.4
4/6/2015,366.98
4/7/2015,368.62
4/8/2015,369.71
4/9/2015,371.53
4/10/2015,369.45
4/13/2015,369.69
4/14/2015,373.66
4/15/2015,376.66
4/16/2015,372.18
4/17/2015,365.4
4/20/2015,369.71
4/21/2015,367.52
4/22/2015,369.51
4/23/2015,371.93
4/24/2015,372.98
4/27/2015,371.89
4/28/2015,377.85
4/29/2015,366.67
4/30/2015,363.94
5/1/2015,368.64
5/4/2015,370.27
5/5/2015,366.05
5/6/2015,363.4
5/7/2015,365.68
5/8/2015,370.04
5/11/2015,367.78
5/12/2015,365.17
5/13/2015,365.13
5/14/2015,371.47
5/15/2015,370.85
5/18/2015,370.71
5/19/2015,371.08
5/20/2015,370.25
5/21/2015,368.22
5/22/2015,368.08
5/26/2015,365.03
5/27/2015,368.68
5/28/2015,369.51
5/29/2015,365.78
6/1/2015,364.27
6/2/2015,363.4
6/3/2015,364.95
6/4/2015,357.83
6/5/2015,355.32
6/8/2015,353.45
6/9/2015,352.73
6/10/2015,355.61
6/11/2015,356.81
6/12/2015,353.43
6/15/2015,355.28
6/16/2015,357.28
6/17/2015,357.3
6/18/2015,360.88
6/19/2015,359.19
6/22/2015,358.96
6/23/2015,360.15
6/24/2015,355.57
6/25/2015,351.13
6/26/2015,354.47
6/29/2015,344.54
6/30/2015,345.98
7/1/2015,347.4
7/2/2015,345.4
7/6/2015,342.81
7/7/2015,342.61
7/8/2015,334.12
7/9/2015,336.89
7/10/2015,339.46
7/13/2015,344.26
7/14/2015,342.73
7/15/2015,346.49
7/16/2015,354.28
7/17/2015,354.54
7/20/2015,353.1
7/21/2015,351.82
7/22/2015,350
7/23/2015,346.44
7/24/2015,341.41
7/27/2015,336.24
7/28/2015,336.84
7/29/2015,339.84
7/30/2015,338.75
7/31/2015,336.32
8/3/2015,334.7
8/4/2015,332.44
8/5/2015,334.69
8/6/2015,333.07
8/7/2015,331.85
8/10/2015,335.59
8/11/2015,330
8/12/2015,327.13
8/13/2015,325.91
8/14/2015,328.14
8/17/2015,329.33
8/18/2015,328.72
8/19/2015,323.26
8/20/2015,317.06
8/21/2015,307.27
8/24/2015,299.17
8/25/2015,294.66
8/26/2015,303.09
8/27/2015,314.47
8/28/2015,311.23
8/31/2015,302.47
9/1/2015,294.3
9/2/2015,298.53
9/3/2015,300.26
9/4/2015,294.24
9/8/2015,301.43
9/9/2015,296.77
9/10/2015,301.31
9/11/2015,303.31
9/14/2015,301.06
9/15/2015,307.9
9/16/2015,313.51
9/17/2015,311.63
9/18/2015,308.87
9/21/2015,312.39
9/22/2015,304.33
9/23/2015,303.26
9/24/2015,300.51
9/25/2015,302.98
9/28/2015,294.06
9/29/2015,293.52
9/30/2015,297.47
10/1/2015,295.92
10/2/2015,303.36
10/5/2015,313.61
10/6/2015,312.73
10/7/2015,320.64
10/8/2015,318.57
10/9/2015,318.11
10/12/2015,315.66
10/13/2015,315.12
10/14/2015,322.47
10/15/2015,325.63
10/16/2015,330.83
10/19/2015,327.88
10/20/2015,327.15
10/21/2015,321.98
10/22/2015,335.35
10/23/2015,340.79
10/26/2015,337.02
10/27/2015,335.57
